locale	width	month_1	month_2	month_3	month_4	month_5	month_6	month_7	month_8	month_9	month_10	month_11	month_12
it-VA	wide	gennaio	febbraio	marzo	aprile	maggio	giugno	luglio	agosto	settembre	ottobre	novembre	dicembre
it-VA	abbreviated	gen	feb	mar	apr	mag	giu	lug	ago	set	ott	nov	dic
iu	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
iu	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
iu-Latn	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
iu-Latn	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
jbo	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
jbo	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
jgo	wide	Nduŋmbi Saŋ	Pɛsaŋ Pɛ́pá	Pɛsaŋ Pɛ́tát	Pɛsaŋ Pɛ́nɛ́kwa	Pɛsaŋ Pataa	Pɛsaŋ Pɛ́nɛ́ntúkú	Pɛsaŋ Saambá	Pɛsaŋ Pɛ́nɛ́fɔm	Pɛsaŋ Pɛ́nɛ́pfúꞋú	Pɛsaŋ Nɛgɛ́m	Pɛsaŋ Ntsɔ̌pmɔ́	Pɛsaŋ Ntsɔ̌ppá
jgo	abbreviated	Nduŋmbi Saŋ	Pɛsaŋ Pɛ́pá	Pɛsaŋ Pɛ́tát	Pɛsaŋ Pɛ́nɛ́kwa	Pɛsaŋ Pataa	Pɛsaŋ Pɛ́nɛ́ntúkú	Pɛsaŋ Saambá	Pɛsaŋ Pɛ́nɛ́fɔm	Pɛsaŋ Pɛ́nɛ́pfúꞋú	Pɛsaŋ Nɛgɛ́m	Pɛsaŋ Ntsɔ̌pmɔ́	Pɛsaŋ Ntsɔ̌ppá
jmc	wide	Januari	Februari	Machi	Aprilyi	Mei	Junyi	Julyai	Agusti	Septemba	Oktoba	Novemba	Desemba
jmc	abbreviated	Jan	Feb	Mac	Apr	Mei	Jun	Jul	Ago	Sep	Okt	Nov	Des
jv	wide	Januari	Februari	Maret	April	Mei	Juni	Juli	Agustus	September	Oktober	November	Desember
jv	abbreviated	Jan	Feb	Mar	Apr	Mei	Jun	Jul	Agt	Sep	Okt	Nov	Des
ka	wide	იანვარი	თებერვალი	მარტი	აპრილი	მაისი	ივნისი	ივლისი	აგვისტო	სექტემბერი	ოქტომბერი	ნოემბერი	დეკემბერი
ka	abbreviated	იან	თებ	მარ	აპრ	მაი	ივნ	ივლ	აგვ	სექ	ოქტ	ნოე	დეკ
kaa	wide	январь	февраль	март	апрель	май	июнь	июль	август	сентябрь	октябрь	ноябрь	декабрь
kaa	abbreviated	янв	фев	мар	апр	май	июн	июл	авг	сен	окт	ноя	дек
kaa-Cyrl	wide	январь	февраль	март	апрель	май	июнь	июль	август	сентябрь	октябрь	ноябрь	декабрь
kaa-Cyrl	abbreviated	янв	фев	мар	апр	май	июн	июл	авг	сен	окт	ноя	дек
kaa-Latn	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kaa-Latn	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kab	wide	Yennayer	Fuṛar	Meɣres	Yebrir	Mayyu	Yunyu	Yulyu	Ɣuct	Ctembeṛ	Tubeṛ	Nunembeṛ	Duǧembeṛ
kab	abbreviated	Yen	Fur	Meɣ	Yeb	May	Yun	Yul	Ɣuc	Cte	Tub	Nun	Duǧ
kaj	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kaj	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kam	wide	Mwai wa mbee	Mwai wa kelĩ	Mwai wa katatũ	Mwai wa kana	Mwai wa katano	Mwai wa thanthatũ	Mwai wa muonza	Mwai wa nyaanya	Mwai wa kenda	Mwai wa ĩkumi	Mwai wa ĩkumi na ĩmwe	Mwai wa ĩkumi na ilĩ
kam	abbreviated	Mbe	Kel	Ktũ	Kan	Ktn	Tha	Moo	Nya	Knd	Ĩku	Ĩkm	Ĩkl
kcg	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kcg	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kde	wide	Mwedi Ntandi	Mwedi wa Pili	Mwedi wa Tatu	Mwedi wa Nchechi	Mwedi wa Nnyano	Mwedi wa Nnyano na Umo	Mwedi wa Nnyano na Mivili	Mwedi wa Nnyano na Mitatu	Mwedi wa Nnyano na Nchechi	Mwedi wa Nnyano na Nnyano	Mwedi wa Nnyano na Nnyano na U	Mwedi wa Nnyano na Nnyano na M
kde	abbreviated	Jan	Feb	Mac	Apr	Mei	Jun	Jul	Ago	Sep	Okt	Nov	Des
kea	wide	Janeru	Febreru	Marsu	Abril	Maiu	Junhu	Julhu	Agostu	Setenbru	Otubru	Nuvenbru	Dizenbru
kea	abbreviated	Jan	Feb	Mar	Abr	Mai	Jun	Jul	Ago	Set	Otu	Nuv	Diz
ken	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ken	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kgp	wide	1-Kysã	2-Kysã	3-Kysã	4-Kysã	5-Kysã	6-Kysã	7-Kysã	8-Kysã	9-Kysã	10-Kysã	11-Kysã	12-Kysã
kgp	abbreviated	1Ky.	2Ky.	3Ky.	4Ky.	5Ky.	6Ky.	7Ky.	8Ky.	9Ky.	10Ky.	11Ky.	12Ky.
khq	wide	Žanwiye	Feewiriye	Marsi	Awiril	Me	Žuweŋ	Žuyye	Ut	Sektanbur	Oktoobur	Noowanbur	Deesanbur
khq	abbreviated	Žan	Fee	Mar	Awi	Me	Žuw	Žuy	Ut	Sek	Okt	Noo	Dee
ki	wide	Njenuarĩ	Mwere wa kerĩ	Mwere wa gatatũ	Mwere wa kana	Mwere wa gatano	Mwere wa gatandatũ	Mwere wa mũgwanja	Mwere wa kanana	Mwere wa kenda	Mwere wa ikũmi	Mwere wa ikũmi na ũmwe	Ndithemba
ki	abbreviated	JEN	WKR	WGT	WKN	WTN	WTD	WMJ	WNN	WKD	WIK	WMW	DIT
kk	wide	қаңтар	ақпан	наурыз	сәуір	мамыр	маусым	шілде	тамыз	қыркүйек	қазан	қараша	желтоқсан
kk	abbreviated	қаң.	ақп.	нау.	сәу.	мам.	мау.	шіл.	там.	қыр.	қаз.	қар.	жел.
kk-Arab	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kk-Arab	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kk-Cyrl	wide	қаңтар	ақпан	наурыз	сәуір	мамыр	маусым	шілде	тамыз	қыркүйек	қазан	қараша	желтоқсан
kk-Cyrl	abbreviated	қаң.	ақп.	нау.	сәу.	мам.	мау.	шіл.	там.	қыр.	қаз.	қар.	жел.
kk-KZ	wide	қаңтар	ақпан	наурыз	сәуір	мамыр	маусым	шілде	тамыз	қыркүйек	қазан	қараша	желтоқсан
kk-KZ	abbreviated	қаң.	ақп.	нау.	сәу.	мам.	мау.	шіл.	там.	қыр.	қаз.	қар.	жел.
kkj	wide	pamba	wanja	mbiyɔ mɛndoŋgɔ	Nyɔlɔmbɔŋgɔ	Mɔnɔ ŋgbanja	Nyaŋgwɛ ŋgbanja	kuŋgwɛ	fɛ	njapi	nyukul	M11	ɓulɓusɛ
kkj	abbreviated	pamba	wanja	mbiyɔ mɛndoŋgɔ	Nyɔlɔmbɔŋgɔ	Mɔnɔ ŋgbanja	Nyaŋgwɛ ŋgbanja	kuŋgwɛ	fɛ	njapi	nyukul	M11	ɓulɓusɛ
kl	wide	januaarip	februaarip	marsip	apriilip	maajip	juunip	juulip	aggustip	septembarip	oktobarip	novembarip	decembarip
kl	abbreviated	jan	febr	mar	apr	maj	jun	jul	aug	sept	okt	nov	dec
kln	wide	Mulgul	Ng’atyaato	Kiptaamo	Iwootkuut	Mamuut	Paagi	Ng’eiyeet	Rooptui	Bureet	Epeeso	Kipsuunde ne taai	Kipsuunde nebo aeng’
kln	abbreviated	Mul	Ngat	Taa	Iwo	Mam	Paa	Nge	Roo	Bur	Epe	Kpt	Kpa
km	wide	មករា	កុម្ភៈ	មីនា	មេសា	ឧសភា	មិថុនា	កក្កដា	សីហា	កញ្ញា	តុលា	វិច្ឆិកា	ធ្នូ
km	abbreviated	មករា	កុម្ភៈ	មីនា	មេសា	ឧសភា	មិថុនា	កក្កដា	សីហា	កញ្ញា	តុលា	វិច្ឆិកា	ធ្នូ
kn	wide	ಜನವರಿ	ಫೆಬ್ರವರಿ	ಮಾರ್ಚ್	ಏಪ್ರಿಲ್	ಮೇ	ಜೂನ್	ಜುಲೈ	ಆಗಸ್ಟ್	ಸೆಪ್ಟೆಂಬರ್	ಅಕ್ಟೋಬರ್	ನವೆಂಬರ್	ಡಿಸೆಂಬರ್
kn	abbreviated	ಜನ	ಫೆಬ್ರ	ಮಾರ್ಚ್	ಏಪ್ರಿ	ಮೇ	ಜೂನ್	ಜುಲೈ	ಆಗ	ಸೆಪ್ಟೆಂ	ಅಕ್ಟೋ	ನವೆಂ	ಡಿಸೆಂ
kok	wide	जानेवारी	फेब्रुवारी	मार्च	एप्रील	मे	जून	जुलय	ऑगस्ट	सप्टेंबर	ऑक्टोबर	नोव्हेंबर	डिसेंबर
kok	abbreviated	जानेवारी	फेब्रुवारी	मार्च	एप्रील	मे	जून	जुलय	ऑगस्ट	सप्टेंबर	ऑक्टोबर	नोव्हेंबर	डिसेंबर
kok-Deva	wide	जानेवारी	फेब्रुवारी	मार्च	एप्रील	मे	जून	जुलय	ऑगस्ट	सप्टेंबर	ऑक्टोबर	नोव्हेंबर	डिसेंबर
kok-Deva	abbreviated	जानेवारी	फेब्रुवारी	मार्च	एप्रील	मे	जून	जुलय	ऑगस्ट	सप्टेंबर	ऑक्टोबर	नोव्हेंबर	डिसेंबर
kok-Latn	wide	Janer	Febrer	Mars	Abril	Mai	Jun	Julai	Agost	Setembr	Otubr	Novembr	Dezembr
kok-Latn	abbreviated	Jan	Feb	Mar	Abr	Mai	Jun	Jul	Ago	Set	Otu	Nov	Dez
kpe	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kpe	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kpe-GN	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
kpe-GN	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ks	wide	جنؤری	فرؤری	مارٕچ	اپریل	مئی	جوٗن	جُلَے	اگست	ستمبر	اکتوٗبر	نومبر	دَسَمبَر
ks	abbreviated	جنؤری	فرؤری	مارٕچ	اپریل	مئی	جوٗن	جُلَے	اگست	ستمبر	اکتوٗبر	نومبر	دسمبر
ks-Arab	wide	جنؤری	فرؤری	مارٕچ	اپریل	مئی	جوٗن	جُلَے	اگست	ستمبر	اکتوٗبر	نومبر	دَسَمبَر
ks-Arab	abbreviated	جنؤری	فرؤری	مارٕچ	اپریل	مئی	جوٗن	جُلَے	اگست	ستمبر	اکتوٗبر	نومبر	دسمبر
ks-Deva	wide	जनवरी	फ़रवरी	मार्च	अप्रैल	मई	जून	जुलाई	अगस्त	सतमबर	अक्तूबर	नवमबर	दसमबर
ks-Deva	abbreviated	जनवरी	फ़रवरी	मार्च	अप्रैल	मई	जून	जुलाई	अगस्त	सतुंबर	अक्तूबर	नवूमबर	दसमबर
ksb	wide	Januali	Febluali	Machi	Aplili	Mei	Juni	Julai	Agosti	Septemba	Oktoba	Novemba	Desemba
ksb	abbreviated	Jan	Feb	Mac	Apr	Mei	Jun	Jul	Ago	Sep	Okt	Nov	Des
ksf	wide	ŋwíí a ntɔ́ntɔ	ŋwíí akǝ bɛ́ɛ	ŋwíí akǝ ráá	ŋwíí akǝ nin	ŋwíí akǝ táan	ŋwíí akǝ táafɔk	ŋwíí akǝ táabɛɛ	ŋwíí akǝ táaraa	ŋwíí akǝ táanin	ŋwíí akǝ ntɛk	ŋwíí akǝ ntɛk di bɔ́k	ŋwíí akǝ ntɛk di bɛ́ɛ
ksf	abbreviated	ŋ1	ŋ2	ŋ3	ŋ4	ŋ5	ŋ6	ŋ7	ŋ8	ŋ9	ŋ10	ŋ11	ŋ12
ksh	wide	Jannewa	Fäbrowa	Määz	Aprell	Mai	Juuni	Juuli	Oujoß	Septämber	Oktohber	Novämber	Dezämber
ksh	abbreviated	Jan	Fäb	Mäz	Apr	Mai	Jun	Jul	Ouj	Säp	Okt	Nov	Dez
ku	wide	rêbendan	sibat	adar	nîsan	gulan	hezîran	tîrmeh	tebax	îlon	cotmeh	mijdar	berfanbar
ku	abbreviated	rbn	sbt	adr	nsn	gln	hzr	trm	tbx	îln	cot	mjd	brf
kw	wide	mis Genver	mis Hwevrer	mis Meurth	mis Ebrel	mis Me	mis Metheven	mis Gortheren	mis Est	mis Gwynngala	mis Hedra	mis Du	mis Kevardhu
kw	abbreviated	Gen	Hwe	Meu	Ebr	Me	Met	Gor	Est	Gwn	Hed	Du	Kev
kxv	wide	pusu lenju	maha lenju	pagu lenju	hire lenju	bese lenju	jaṭṭa lenju	aasaḍi lenju	srabĩ lenju	bado lenju	dasara lenju	divi lenju	pande lenju
kxv	abbreviated	pusu	maha	pagu	hire	bese	jaṭṭa	aasaḍi	srabĩ	bado	dasara	divi	pande
kxv-Deva	wide	पुसु लेञ्जु	माहाका लेञ्जु	पागुणी लेञ्जु	हिरे लेञ्जु	बेसे लेञ्जु	जाटा लेञ्जु	आसाड़ी लेञ्जु	स्राबाँ लेञ्जु	बोदो लेञ्जु	दसारा लेञ्जु	दिवी लेञ्जु	पान्डे लेञ्जु
kxv-Deva	abbreviated	पुसु	माहा	पागु	हिर्रे	बेसे	जाट्टा	आसाड़ी	स्राबाँ	बाॅदो	दासारा	दिवी	पान्डे
kxv-Latn	wide	pusu lenju	maha lenju	pagu lenju	hire lenju	bese lenju	jaṭṭa lenju	aasaḍi lenju	srabĩ lenju	bado lenju	dasara lenju	divi lenju	pande lenju
kxv-Latn	abbreviated	pusu	maha	pagu	hire	bese	jaṭṭa	aasaḍi	srabĩ	bado	dasara	divi	pande
kxv-Orya	wide	ପୁସୁ ଲେଞ୍ଜୁ	ମାହାକା ଲେଞ୍ଜୁ	ପାଗୁଣି ଲେଞ୍ଜୁ	ହିରେ ଲେଞ୍ଜୁ	ବେସେ ଲେଞ୍ଜୁ	ଜାଟା ଲେଞ୍ଜୁ	ଆସାଡ଼ି ଲେଞ୍ଜୁ	ସ୍ରାବାଁ ଲେଞ୍ଜୁ	ବଦ ଲେଞ୍ଜୁ	ଦାସାରା ଲେଞ୍ଜୁ	ଦିୱିଡ଼ି ଲେଞ୍ଜୁ	ପାଣ୍ଡେ ଲେଞ୍ଜୁ
kxv-Orya	abbreviated	ପୁସୁ	ମାହା	ପାଗୁ	ହିରେ	ବେସେ	ଜାଟା	ଆସାଡ଼ି	ସ୍ରାବାଁ	ବଦ	ଦାସାରା	ଦିୱି	ପାଣ୍ଡେ
kxv-Telu	wide	మాగ	గుండు	హిరెఇ	బెసెకి	లండి	రాత	బాన్దపాణా	బార్సి	అస్ర	దివెడి	పాండు	పుసు
kxv-Telu	abbreviated	మాగ	గుండు	హిరెఇ	బెసెకి	లండి	రాత	బాన్దపాణా	బార్సి	అస్ర	దివెడి	పాండు	పుసు
ky	wide	январь	февраль	март	апрель	май	июнь	июль	август	сентябрь	октябрь	ноябрь	декабрь
ky	abbreviated	янв.	фев.	мар.	апр.	май	июн.	июл.	авг.	сен.	окт.	ноя.	дек.
la	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
la	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
lag	wide	Kʉfúngatɨ	Kʉnaanɨ	Kʉkeenda	Kwiikumi	Kwiinyambála	Kwiidwaata	Kʉmʉʉnchɨ	Kʉvɨɨrɨ	Kʉsaatʉ	Kwiinyi	Kʉsaano	Kʉsasatʉ
lag	abbreviated	Fúngatɨ	Naanɨ	Keenda	Ikúmi	Inyambala	Idwaata	Mʉʉnchɨ	Vɨɨrɨ	Saatʉ	Inyi	Saano	Sasatʉ
lb	wide	Januar	Februar	Mäerz	Abrëll	Mee	Juni	Juli	August	September	Oktober	November	Dezember
lb	abbreviated	Jan.	Feb.	Mäe.	Abr.	Mee	Juni	Juli	Aug.	Sep.	Okt.	Nov.	Dez.
lg	wide	Janwaliyo	Febwaliyo	Marisi	Apuli	Maayi	Juuni	Julaayi	Agusito	Sebuttemba	Okitobba	Novemba	Desemba
lg	abbreviated	Jan	Feb	Mar	Apu	Maa	Juu	Jul	Agu	Seb	Oki	Nov	Des
lij	wide	de zenâ	de frevâ	de marso	d’arvî	de mazzo	de zugno	de luggio	d’agosto	de settembre	d’ottobre	de novembre	de dexembre
lij	abbreviated	de zenâ	de frevâ	de marso	d’arvî	de mazzo	de zugno	de luggio	d’agosto	de settembre	d’ottobre	de novembre	de dexembre
lkt	wide	Wiótheȟika Wí	Thiyóȟeyuŋka Wí	Ištáwičhayazaŋ Wí	Pȟežítȟo Wí	Čhaŋwápetȟo Wí	Wípazukȟa-wašté Wí	Čhaŋpȟásapa Wí	Wasútȟuŋ Wí	Čhaŋwápeǧi Wí	Čhaŋwápe-kasná Wí	Waníyetu Wí	Tȟahékapšuŋ Wí
lkt	abbreviated	Wiótheȟika Wí	Thiyóȟeyuŋka Wí	Ištáwičhayazaŋ Wí	Pȟežítȟo Wí	Čhaŋwápetȟo Wí	Wípazukȟa-wašté Wí	Čhaŋpȟásapa Wí	Wasútȟuŋ Wí	Čhaŋwápeǧi Wí	Čhaŋwápe-kasná Wí	Waníyetu Wí	Tȟahékapšuŋ Wí
lld	wide	de jená	de forá	de merz	d’aurí	de ma	de jügn	de messé	d’aost	de setëmber	d’otober	de novëmber	de dezëmber
lld	abbreviated	de jená	de forá	de merz	d’aurí	de ma	de jügn	de messé	d’aost	de set	d’oto	de nov	de dez
lmo	wide	sginer	fevrer	marz	avril	masg	sgiugn	luj	avost	setember	otover	november	dicember
lmo	abbreviated	sginer	fevrer	marz	avril	masg	sgiugn	luj	avost	setember	otover	november	dicember
ln	wide	sánzá ya yambo	sánzá ya míbalé	sánzá ya mísáto	sánzá ya mínei	sánzá ya mítáno	sánzá ya motóbá	sánzá ya nsambo	sánzá ya mwambe	sánzá ya libwa	sánzá ya zómi	sánzá ya zómi na mɔ̌kɔ́	sánzá ya zómi na míbalé
ln	abbreviated	yan	fbl	msi	apl	mai	yun	yul	agt	stb	ɔtb	nvb	dsb
ln-AO	wide	sánzá ya yambo	sánzá ya míbalé	sánzá ya mísáto	sánzá ya mínei	sánzá ya mítáno	sánzá ya motóbá	sánzá ya nsambo	sánzá ya mwambe	sánzá ya libwa	sánzá ya zómi	sánzá ya zómi na mɔ̌kɔ́	sánzá ya zómi na míbalé
ln-AO	abbreviated	yan	fbl	msi	apl	mai	yun	yul	agt	stb	ɔtb	nvb	dsb
ln-CF	wide	sánzá ya yambo	sánzá ya míbalé	sánzá ya mísáto	sánzá ya mínei	sánzá ya mítáno	sánzá ya motóbá	sánzá ya nsambo	sánzá ya mwambe	sánzá ya libwa	sánzá ya zómi	sánzá ya zómi na mɔ̌kɔ́	sánzá ya zómi na míbalé
ln-CF	abbreviated	yan	fbl	msi	apl	mai	yun	yul	agt	stb	ɔtb	nvb	dsb
ln-CG	wide	sánzá ya yambo	sánzá ya míbalé	sánzá ya mísáto	sánzá ya mínei	sánzá ya mítáno	sánzá ya motóbá	sánzá ya nsambo	sánzá ya mwambe	sánzá ya libwa	sánzá ya zómi	sánzá ya zómi na mɔ̌kɔ́	sánzá ya zómi na míbalé
ln-CG	abbreviated	yan	fbl	msi	apl	mai	yun	yul	agt	stb	ɔtb	nvb	dsb
lo	wide	ມັງກອນ	ກຸມພາ	ມີນາ	ເມສາ	ພຶດສະພາ	ມິຖຸນາ	ກໍລະກົດ	ສິງຫາ	ກັນຍາ	ຕຸລາ	ພະຈິກ	ທັນວາ
lo	abbreviated	ມ.ກ.	ກ.ພ.	ມ.ນ.	ມ.ສ.	ພ.ພ.	ມິ.ຖ.	ກ.ລ.	ສ.ຫ.	ກ.ຍ.	ຕ.ລ.	ພ.ຈ.	ທ.ວ.
lrc	wide	جانڤیە	فئڤریە	مارس	آڤریل	مئی	جوٙأن	جوٙلا	آگوست	سئپتامر	ئوکتوڤر	نوڤامر	دئسامر
lrc	abbreviated	جانڤیە	فئڤریە	مارس	آڤریل	مئی	جوٙأن	جوٙلا	آگوست	سئپتامر	ئوکتوڤر	نوڤامر	دئسامر
lrc-IQ	wide	جانڤیە	فئڤریە	مارس	آڤریل	مئی	جوٙأن	جوٙلا	آگوست	سئپتامر	ئوکتوڤر	نوڤامر	دئسامر
lrc-IQ	abbreviated	جانڤیە	فئڤریە	مارس	آڤریل	مئی	جوٙأن	جوٙلا	آگوست	سئپتامر	ئوکتوڤر	نوڤامر	دئسامر
ltg	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ltg	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
lu	wide	Ciongo	Lùishi	Lusòlo	Mùuyà	Lumùngùlù	Lufuimi	Kabàlàshìpù	Lùshìkà	Lutongolo	Lungùdi	Kaswèkèsè	Ciswà
lu	abbreviated	Cio	Lui	Lus	Muu	Lum	Luf	Kab	Lush	Lut	Lun	Kas	Cis
luo	wide	Dwe mar Achiel	Dwe mar Ariyo	Dwe mar Adek	Dwe mar Ang’wen	Dwe mar Abich	Dwe mar Auchiel	Dwe mar Abiriyo	Dwe mar Aboro	Dwe mar Ochiko	Dwe mar Apar	Dwe mar gi achiel	Dwe mar Apar gi ariyo
luo	abbreviated	DAC	DAR	DAD	DAN	DAH	DAU	DAO	DAB	DOC	DAP	DGI	DAG
luy	wide	Januari	Februari	Machi	Aprili	Mei	Juni	Julai	Agosti	Septemba	Oktoba	Novemba	Desemba
luy	abbreviated	Jan	Feb	Mar	Apr	Mei	Jun	Jul	Ago	Sep	Okt	Nov	Des
mai	wide	जनवरी	फरवरी	मार्च	अप्रैल	मई	जून	जुलाई	अगस्त	सितंबर	अक्तूबर	नवंबर	दिसंबर
mai	abbreviated	जन॰	फ़र॰	मार्च	अप्रैल	मई	जून	जुल॰	अग॰	सित॰	अक्तू॰	नव॰	दिस॰
mas	wide	Oladalʉ́	Arát	Ɔɛnɨ́ɔɨŋɔk	Olodoyíóríê inkókúâ	Oloilépūnyīē inkókúâ	Kújúɔrɔk	Mórusásin	Ɔlɔ́ɨ́bɔ́rárɛ	Kúshîn	Olgísan	Pʉshʉ́ka	Ntʉ́ŋʉ́s
mas	abbreviated	Dal	Ará	Ɔɛn	Doy	Lép	Rok	Sás	Bɔ́r	Kús	Gís	Shʉ́	Ntʉ́
mas-TZ	wide	Oladalʉ́	Arát	Ɔɛnɨ́ɔɨŋɔk	Olodoyíóríê inkókúâ	Oloilépūnyīē inkókúâ	Kújúɔrɔk	Mórusásin	Ɔlɔ́ɨ́bɔ́rárɛ	Kúshîn	Olgísan	Pʉshʉ́ka	Ntʉ́ŋʉ́s
mas-TZ	abbreviated	Dal	Ará	Ɔɛn	Doy	Lép	Rok	Sás	Bɔ́r	Kús	Gís	Shʉ́	Ntʉ́
mdf	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mdf	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mer	wide	Januarĩ	Feburuarĩ	Machi	Ĩpurũ	Mĩĩ	Njuni	Njuraĩ	Agasti	Septemba	Oktũba	Novemba	Dicemba
mer	abbreviated	JAN	FEB	MAC	ĨPU	MĨĨ	NJU	NJR	AGA	SPT	OKT	NOV	DEC
mfe	wide	zanvie	fevriye	mars	avril	me	zin	zilye	out	septam	oktob	novam	desam
mfe	abbreviated	zan	fev	mar	avr	me	zin	zil	out	sep	okt	nov	des
mg	wide	Janoary	Febroary	Martsa	Aprily	Mey	Jona	Jolay	Aogositra	Septambra	Oktobra	Novambra	Desambra
mg	abbreviated	Jan	Feb	Mar	Apr	Mey	Jon	Jol	Aog	Sep	Okt	Nov	Des
mgh	wide	Mweri wo kwanza	Mweri wo unayeli	Mweri wo uneraru	Mweri wo unecheshe	Mweri wo unethanu	Mweri wo thanu na mocha	Mweri wo saba	Mweri wo nane	Mweri wo tisa	Mweri wo kumi	Mweri wo kumi na moja	Mweri wo kumi na yel’li
mgh	abbreviated	Kwa	Una	Rar	Che	Tha	Moc	Sab	Nan	Tis	Kum	Moj	Yel
mgo	wide	iməg mbegtug	imeg àbùbì	imeg mbəŋchubi	iməg ngwə̀t	iməg fog	iməg ichiibɔd	iməg àdùmbə̀ŋ	iməg ichika	iməg kud	iməg tèsiʼe	iməg zò	iməg krizmed
mgo	abbreviated	mbegtug	imeg àbùbì	imeg mbəŋchubi	iməg ngwə̀t	iməg fog	iməg ichiibɔd	iməg àdùmbə̀ŋ	iməg ichika	iməg kud	iməg tèsiʼe	iməg zò	iməg krizmed
mhn	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mhn	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mi	wide	Hānuere	Pēpuere	Māehe	Āpereira	Mei	Hune	Hūrae	Ākuhata	Hepetema	Oketopa	Noema	Tīhema
mi	abbreviated	Hān	Pēp	Māe	Āpe	Mei	Hun	Hūr	Āku	Hep	Oke	Noe	Tīh
mic	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mic	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mk	wide	јануари	февруари	март	април	мај	јуни	јули	август	септември	октомври	ноември	декември
mk	abbreviated	јан.	фев.	мар.	апр.	мај	јун.	јул.	авг.	сеп.	окт.	ное.	дек.
ml	wide	ജനുവരി	ഫെബ്രുവരി	മാർച്ച്	ഏപ്രിൽ	മേയ്	ജൂൺ	ജൂലൈ	ഓഗസ്റ്റ്	സെപ്റ്റംബർ	ഒക്‌ടോബർ	നവംബർ	ഡിസംബർ
ml	abbreviated	ജനു	ഫെബ്രു	മാർ	ഏപ്രി	മേയ്	ജൂൺ	ജൂലൈ	ഓഗ	സെപ്റ്റം	ഒക്ടോ	നവം	ഡിസം
mn	wide	нэгдүгээр сар	хоёрдугаар сар	гуравдугаар сар	дөрөвдүгээр сар	тавдугаар сар	зургаадугаар сар	долоодугаар сар	наймдугаар сар	есдүгээр сар	аравдугаар сар	арван нэгдүгээр сар	арван хоёрдугаар сар
mn	abbreviated	1-р сар	2-р сар	3-р сар	4-р сар	5-р сар	6-р сар	7-р сар	8-р сар	9-р сар	10-р сар	11-р сар	12-р сар
mn-Mong	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mn-Mong	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
