locale	length	ldml_pattern	finetype_type	note
ha-Arab-SD	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ha-Arab-SD	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ha-GH	short	h:mm a	datetime.time.hm_12h	12h without seconds
ha-GH	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ha-GH	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ha-GH	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ha-NE	short	HH:mm	datetime.time.hm_24h	24h without seconds
ha-NE	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ha-NE	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ha-NE	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
haw	short	h:mm a	datetime.time.hm_12h	12h without seconds
haw	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
haw	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
haw	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
he	short	H:mm	datetime.time.hm_24h	24h without seconds
he	medium	H:mm:ss	datetime.time.hms_24h	24h with seconds
he	long	H:mm:ss z	datetime.time.hms_24h	24h with seconds
he	full	H:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
hi	short	h:mm a	datetime.time.hm_12h	12h without seconds
hi	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
hi	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
hi	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
hi-Latn	short	h:mm a	datetime.time.hm_12h	12h without seconds
hi-Latn	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
hi-Latn	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
hi-Latn	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
hnj	short	HH:mm	datetime.time.hm_24h	24h without seconds
hnj	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
hnj	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
hnj	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
hnj-Hmnp	short	HH:mm	datetime.time.hm_24h	24h without seconds
hnj-Hmnp	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
hnj-Hmnp	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
hnj-Hmnp	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
hr-BA	short	HH:mm	datetime.time.hm_24h	24h without seconds
hr-BA	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
hr-BA	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
hr-BA	full	HH:mm:ss (zzzz)	datetime.time.hms_24h	24h with seconds
hsb	short	H:mm 'hodź'.	datetime.time.hm_24h	24h without seconds
hsb	medium	H:mm:ss	datetime.time.hms_24h	24h with seconds
hsb	long	H:mm:ss z	datetime.time.hms_24h	24h with seconds
hsb	full	H:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
hy	short	HH:mm	datetime.time.hm_24h	24h without seconds
hy	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
hy	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
hy	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ia	short	HH:mm	datetime.time.hm_24h	24h without seconds
ia	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ia	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ia	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
id	short	HH.mm	datetime.time.hm_24h	24h without seconds
id	medium	HH.mm.ss	datetime.time.hms_24h	24h with seconds
id	long	HH.mm.ss z	datetime.time.hms_24h	24h with seconds
id	full	HH.mm.ss zzzz	datetime.time.hms_24h	24h with seconds
ie	short	HH:mm	datetime.time.hm_24h	24h without seconds
ie	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ie	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ie	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ig	short	HH:mm	datetime.time.hm_24h	24h without seconds
ig	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ig	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ig	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ii	short	HH:mm	datetime.time.hm_24h	24h without seconds
ii	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ii	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ii	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
io	short	HH:mm	datetime.time.hm_24h	24h without seconds
io	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
io	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
io	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
is	short	HH:mm	datetime.time.hm_24h	24h without seconds
is	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
is	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
is	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
it-SM	short	HH:mm	datetime.time.hm_24h	24h without seconds
it-SM	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
it-SM	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
it-SM	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
it-VA	short	HH:mm	datetime.time.hm_24h	24h without seconds
it-VA	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
it-VA	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
it-VA	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
iu	short	h:mm a	datetime.time.hm_12h	12h without seconds
iu	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
iu	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
iu	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
iu-Latn	short	HH:mm	datetime.time.hm_24h	24h without seconds
iu-Latn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
iu-Latn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
iu-Latn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
jbo	short	HH:mm	datetime.time.hm_24h	24h without seconds
jbo	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
jbo	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
jbo	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
jgo	short	HH:mm	datetime.time.hm_24h	24h without seconds
jgo	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
jgo	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
jgo	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
jmc	short	HH:mm	datetime.time.hm_24h	24h without seconds
jmc	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
jmc	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
jmc	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
jv	short	HH:mm	datetime.time.hm_24h	24h without seconds
jv	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
jv	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
jv	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ka	short	HH:mm	datetime.time.hm_24h	24h without seconds
ka	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ka	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ka	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kaa	short	HH:mm	datetime.time.hm_24h	24h without seconds
kaa	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kaa	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kaa	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kaa-Cyrl	short	HH:mm	datetime.time.hm_24h	24h without seconds
kaa-Cyrl	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kaa-Cyrl	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kaa-Cyrl	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kaa-Latn	short	HH:mm	datetime.time.hm_24h	24h without seconds
kaa-Latn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kaa-Latn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kaa-Latn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kab	short	h:mm a	datetime.time.hm_12h	12h without seconds
kab	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kab	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kab	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kaj	short	HH:mm	datetime.time.hm_24h	24h without seconds
kaj	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kaj	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kaj	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kam	short	HH:mm	datetime.time.hm_24h	24h without seconds
kam	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kam	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kam	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kcg	short	HH:mm	datetime.time.hm_24h	24h without seconds
kcg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kcg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kcg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kde	short	HH:mm	datetime.time.hm_24h	24h without seconds
kde	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kde	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kde	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kea	short	HH:mm	datetime.time.hm_24h	24h without seconds
kea	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kea	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kea	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ken	short	HH:mm	datetime.time.hm_24h	24h without seconds
ken	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ken	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ken	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kgp	short	HH:mm	datetime.time.hm_24h	24h without seconds
kgp	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kgp	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kgp	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
khq	short	HH:mm	datetime.time.hm_24h	24h without seconds
khq	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
khq	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
khq	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ki	short	HH:mm	datetime.time.hm_24h	24h without seconds
ki	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ki	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ki	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kk	short	HH:mm	datetime.time.hm_24h	24h without seconds
kk	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kk	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kk	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kk-Arab	short	HH:mm	datetime.time.hm_24h	24h without seconds
kk-Arab	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kk-Arab	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kk-Arab	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kk-Cyrl	short	HH:mm	datetime.time.hm_24h	24h without seconds
kk-Cyrl	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kk-Cyrl	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kk-Cyrl	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kk-KZ	short	HH:mm	datetime.time.hm_24h	24h without seconds
kk-KZ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kk-KZ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kk-KZ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kkj	short	HH:mm	datetime.time.hm_24h	24h without seconds
kkj	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kkj	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kkj	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kl	short	HH.mm	datetime.time.hm_24h	24h without seconds
kl	medium	HH.mm.ss	datetime.time.hms_24h	24h with seconds
kl	long	HH.mm.ss z	datetime.time.hms_24h	24h with seconds
kl	full	HH.mm.ss zzzz	datetime.time.hms_24h	24h with seconds
kln	short	HH:mm	datetime.time.hm_24h	24h without seconds
kln	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kln	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kln	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
km	short	h:mm a	datetime.time.hm_12h	12h without seconds
km	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
km	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
km	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kn	short	hh:mm a	datetime.time.hm_12h	12h without seconds
kn	medium	hh:mm:ss a	datetime.time.hms_12h	12h with seconds
kn	long	hh:mm:ss a z	datetime.time.hms_12h	12h with seconds
kn	full	hh:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kok	short	h:mm a	datetime.time.hm_12h	12h without seconds
kok	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kok	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kok	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kok-Deva	short	h:mm a	datetime.time.hm_12h	12h without seconds
kok-Deva	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kok-Deva	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kok-Deva	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kok-Latn	short	a h:mm	datetime.time.hm_12h	12h without seconds
kok-Latn	medium	a h:mm:ss	datetime.time.hms_12h	12h with seconds
kok-Latn	long	a h:mm:ss z	datetime.time.hms_12h	12h with seconds
kok-Latn	full	a h:mm:ss zzzz	datetime.time.hms_12h	12h with seconds
kpe	short	h:mm a	datetime.time.hm_12h	12h without seconds
kpe	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kpe	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kpe	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kpe-GN	short	HH:mm	datetime.time.hm_24h	24h without seconds
kpe-GN	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kpe-GN	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kpe-GN	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ks	short	h:mm a	datetime.time.hm_12h	12h without seconds
ks	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ks	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ks	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ks-Arab	short	h:mm a	datetime.time.hm_12h	12h without seconds
ks-Arab	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ks-Arab	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ks-Arab	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ks-Deva	short	a h:mm	datetime.time.hm_12h	12h without seconds
ks-Deva	medium	a h:mm:ss	datetime.time.hms_12h	12h with seconds
ks-Deva	long	a h:mm:ss z	datetime.time.hms_12h	12h with seconds
ks-Deva	full	a h:mm:ss zzzz	datetime.time.hms_12h	12h with seconds
ksb	short	HH:mm	datetime.time.hm_24h	24h without seconds
ksb	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ksb	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ksb	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ksf	short	HH:mm	datetime.time.hm_24h	24h without seconds
ksf	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ksf	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ksf	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ksh	short	HH:mm	datetime.time.hm_24h	24h without seconds
ksh	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ksh	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ksh	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ku	short	HH:mm	datetime.time.hm_24h	24h without seconds
ku	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ku	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ku	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kw	short	HH:mm	datetime.time.hm_24h	24h without seconds
kw	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
kw	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
kw	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
kxv	short	h:mm a	datetime.time.hm_12h	12h without seconds
kxv	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kxv	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kxv	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kxv-Deva	short	h:mm a	datetime.time.hm_12h	12h without seconds
kxv-Deva	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kxv-Deva	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kxv-Deva	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kxv-Latn	short	h:mm a	datetime.time.hm_12h	12h without seconds
kxv-Latn	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kxv-Latn	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kxv-Latn	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kxv-Orya	short	h:mm a	datetime.time.hm_12h	12h without seconds
kxv-Orya	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kxv-Orya	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kxv-Orya	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
kxv-Telu	short	h:mm a	datetime.time.hm_12h	12h without seconds
kxv-Telu	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
kxv-Telu	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
kxv-Telu	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ky	short	HH:mm	datetime.time.hm_24h	24h without seconds
ky	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ky	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ky	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
la	short	HH:mm	datetime.time.hm_24h	24h without seconds
la	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
la	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
la	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lag	short	HH:mm	datetime.time.hm_24h	24h without seconds
lag	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lag	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lag	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lb	short	HH:mm	datetime.time.hm_24h	24h without seconds
lb	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lb	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lb	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lg	short	HH:mm	datetime.time.hm_24h	24h without seconds
lg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lij	short	HH:mm	datetime.time.hm_24h	24h without seconds
lij	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lij	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lij	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lkt	short	h:mm a	datetime.time.hm_12h	12h without seconds
lkt	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
lkt	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
lkt	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
lld	short	HH:mm	datetime.time.hm_24h	24h without seconds
lld	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lld	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lld	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lmo	short	HH:mm	datetime.time.hm_24h	24h without seconds
lmo	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lmo	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lmo	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ln	short	HH:mm	datetime.time.hm_24h	24h without seconds
ln	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ln	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ln	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ln-AO	short	HH:mm	datetime.time.hm_24h	24h without seconds
ln-AO	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ln-AO	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ln-AO	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ln-CF	short	HH:mm	datetime.time.hm_24h	24h without seconds
ln-CF	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ln-CF	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ln-CF	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ln-CG	short	HH:mm	datetime.time.hm_24h	24h without seconds
ln-CG	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ln-CG	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ln-CG	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lo	short	H:mm	datetime.time.hm_24h	24h without seconds
lo	medium	H:mm:ss	datetime.time.hms_24h	24h with seconds
lo	long	H ໂມງ m ນາທີ ss ວິນາທີ z	datetime.time.hms_24h	24h with seconds
lo	full	H ໂມງ m ນາທີ ss ວິນາທີ zzzz	datetime.time.hms_24h	24h with seconds
lrc	short	HH:mm	datetime.time.hm_24h	24h without seconds
lrc	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lrc	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lrc	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lrc-IQ	short	h:mm a	datetime.time.hm_12h	12h without seconds
lrc-IQ	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
lrc-IQ	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
lrc-IQ	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ltg	short	HH:mm	datetime.time.hm_24h	24h without seconds
ltg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ltg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ltg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
lu	short	HH:mm	datetime.time.hm_24h	24h without seconds
lu	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
lu	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
lu	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
luo	short	HH:mm	datetime.time.hm_24h	24h without seconds
luo	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
luo	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
luo	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
luy	short	HH:mm	datetime.time.hm_24h	24h without seconds
luy	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
luy	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
luy	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mai	short	h:mm a	datetime.time.hm_12h	12h without seconds
mai	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
mai	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
mai	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
mas	short	HH:mm	datetime.time.hm_24h	24h without seconds
mas	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mas	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mas	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mas-TZ	short	HH:mm	datetime.time.hm_24h	24h without seconds
mas-TZ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mas-TZ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mas-TZ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mdf	short	HH:mm	datetime.time.hm_24h	24h without seconds
mdf	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mdf	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mdf	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mer	short	HH:mm	datetime.time.hm_24h	24h without seconds
mer	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mer	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mer	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mfe	short	HH:mm	datetime.time.hm_24h	24h without seconds
mfe	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mfe	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mfe	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mg	short	HH:mm	datetime.time.hm_24h	24h without seconds
mg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mgh	short	HH:mm	datetime.time.hm_24h	24h without seconds
mgh	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mgh	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mgh	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mgo	short	HH:mm	datetime.time.hm_24h	24h without seconds
mgo	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mgo	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mgo	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mhn	short	HH:mm	datetime.time.hm_24h	24h without seconds
mhn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mhn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mhn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mi	short	h:mm a	datetime.time.hm_12h	12h without seconds
mi	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
mi	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
mi	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
mic	short	HH:mm	datetime.time.hm_24h	24h without seconds
mic	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mic	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
