locale	length	ldml_pattern	normalized	finetype_type	note
en-TO	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-TO	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-TO	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-TO	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-TT	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-TT	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-TT	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-TT	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-TV	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-TV	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-TV	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-TV	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-TZ	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-TZ	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-TZ	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-TZ	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-UG	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-UG	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-UG	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-UG	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-UM	short	M/d/yy	M/d/yy	datetime.date.us_slash	MDY slash
en-UM	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
en-UM	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
en-UM	full	EEEE, MMMM d, y	EEEE, MMMM d, y	datetime.date.weekday_full_month	weekday + full month
en-VC	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-VC	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-VC	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-VC	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-VG	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-VG	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-VG	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-VG	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-VI	short	M/d/yy	M/d/yy	datetime.date.us_slash	MDY slash
en-VI	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
en-VI	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
en-VI	full	EEEE, MMMM d, y	EEEE, MMMM d, y	datetime.date.weekday_full_month	weekday + full month
en-VU	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-VU	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-VU	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-VU	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-WS	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-WS	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-WS	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-WS	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-ZM	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
en-ZM	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
en-ZM	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
en-ZM	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
en-ZW	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
en-ZW	medium	dd MMM,y	dd MMM,y	datetime.date.abbreviated_month	abbreviated month
en-ZW	long	dd MMMM y	dd MMMM y	datetime.date.long_full_month	full month
en-ZW	full	EEEE, dd MMMM y	EEEE, dd MMMM y	datetime.date.weekday_full_month	weekday + full month
eo	short	yy-MM-dd	yy-MM-dd	datetime.date.iso	YMD dash
eo	medium	y-MMM-dd	y-MMM-dd	datetime.date.abbreviated_month	abbreviated month
eo	long	y-MMMM-dd	y-MMMM-dd	datetime.date.long_full_month	full month
eo	full	EEEE, 'la' d-'a' 'de' MMMM y	EEEE, d- MMMM y	datetime.date.weekday_full_month	weekday + full month
es-419	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-419	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-419	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-419	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-BO	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-BO	medium	d MMM 'de' y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-BO	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-BO	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-BR	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-BR	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-BR	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-BR	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-BZ	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-BZ	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-BZ	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-BZ	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-CL	short	dd-MM-yy	dd-MM-yy	datetime.date.eu_slash	DMY dash (eu_slash variant)
es-CL	medium	dd-MM-y	dd-MM-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
es-CL	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-CL	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-CR	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-CR	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-CR	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-CR	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-CU	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-CU	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-CU	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-CU	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-DO	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-DO	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-DO	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-DO	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-EA	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-EA	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-EA	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-EA	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-EC	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-EC	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-EC	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-EC	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-GQ	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-GQ	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-GQ	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-GQ	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-GT	short	d/MM/yy	d/MM/yy	datetime.date.eu_slash	DMY slash padded
es-GT	medium	d/MM/y	d/MM/y	datetime.date.eu_slash	DMY slash padded
es-GT	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-GT	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-HN	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-HN	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-HN	long	dd 'de' MMMM 'de' y	dd MMMM y	datetime.date.long_full_month	full month
es-HN	full	EEEE dd 'de' MMMM 'de' y	EEEE dd MMMM y	datetime.date.weekday_full_month	weekday + full month
es-IC	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-IC	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-IC	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-IC	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-NI	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-NI	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-NI	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-NI	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-PA	short	MM/dd/yy	MM/dd/yy	datetime.date.us_slash	MDY slash padded
es-PA	medium	MM/dd/y	MM/dd/y	datetime.date.us_slash	MDY slash padded
es-PA	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-PA	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-PE	short	d/MM/yy	d/MM/yy	datetime.date.eu_slash	DMY slash padded
es-PE	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-PE	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-PE	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-PH	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-PH	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-PH	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-PH	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-PR	short	MM/dd/yy	MM/dd/yy	datetime.date.us_slash	MDY slash padded
es-PR	medium	MM/dd/y	MM/dd/y	datetime.date.us_slash	MDY slash padded
es-PR	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-PR	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-PY	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-PY	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-PY	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-PY	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-SV	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-SV	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-SV	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-SV	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-US	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
es-US	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-US	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-US	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-UY	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-UY	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-UY	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-UY	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
es-VE	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
es-VE	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
es-VE	long	d 'de' MMMM 'de' y	d MMMM y	datetime.date.long_full_month	full month
es-VE	full	EEEE, d 'de' MMMM 'de' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
eu	short	yy/M/d	yy/M/d	datetime.date.iso	YMD slash
eu	medium	y('e')'ko' MMM d('a')	y() MMM d()	datetime.date.abbreviated_month	abbreviated month
eu	long	y('e')'ko' MMMM'ren' d('a')	y() MMMM d()	datetime.date.long_full_month	full month
eu	full	y('e')'ko' MMMM'ren' d('a'), EEEE	y() MMMM d(), EEEE	datetime.date.weekday_full_month	weekday + full month
ewo	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ewo	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ewo	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ewo	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
fa	short	y/M/d	y/M/d	datetime.date.iso	YMD slash
fa	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
fa	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
fa	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
fa-AF	short	y/M/d	y/M/d	datetime.date.iso	YMD slash
fa-AF	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
fa-AF	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
fa-AF	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ff	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ff	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ff	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-BF	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-BF	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-BF	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-BF	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-CM	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-CM	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-CM	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-CM	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-GH	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-GH	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-GH	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-GH	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-GM	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-GM	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-GM	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-GM	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-GW	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-GW	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-GW	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-GW	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-LR	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-LR	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-LR	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-LR	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-MR	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-MR	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-MR	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-MR	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-NE	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-NE	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-NE	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-NE	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-NG	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-NG	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-NG	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-NG	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-SL	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-SL	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-SL	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-SL	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Adlm-SN	short	d-M-y	d-M-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
ff-Adlm-SN	medium	d MMM⹁ y	d MMM⹁ y	datetime.date.abbreviated_month	abbreviated month
ff-Adlm-SN	long	d MMMM⹁ y	d MMMM⹁ y	datetime.date.long_full_month	full month
ff-Adlm-SN	full	EEEE d MMMM⹁ y	EEEE d MMMM⹁ y	datetime.date.weekday_full_month	weekday + full month
ff-Latn	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ff-Latn	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ff-Latn	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ff-Latn	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff-Latn-BF	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ff-Latn-BF	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ff-Latn-BF	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ff-Latn-BF	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff-Latn-CM	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ff-Latn-CM	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ff-Latn-CM	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ff-Latn-CM	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff-Latn-GH	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ff-Latn-GH	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ff-Latn-GH	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ff-Latn-GH	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff-Latn-GM	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ff-Latn-GM	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ff-Latn-GM	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ff-Latn-GM	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff-Latn-GN	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ff-Latn-GN	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ff-Latn-GN	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ff-Latn-GN	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ff-Latn-GW	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
